Mod:Item:MetaData, Localized Name
extraplanets:uranus_spawner, tile.boss_spawner_uranus.name
extraplanets:treasure_chest_t7, Сундук с сокровищами 7-го уровня
extraplanets:dense_ice, Плотный лёд
extraplanets:neptune:0, Поверхность Нептуна
extraplanets:neptune:1, Подповерхностный грунт Нептуна
extraplanets:neptune:2, Камень Нептуна
extraplanets:neptune:3, Железная руда Нептуна
extraplanets:neptune:4, Оловянная руда Нептуна
extraplanets:neptune:5, Медная руда Нептуна
extraplanets:neptune:6, Цинкова руда Нептуна
extraplanets:neptune:7, Цинковый блок
extraplanets:neptune:8, Каменные кирпичи Нептуна
extraplanets:neptune:9, Кирпич сокровищницы Нептуна
extraplanets:neptune:10, Руда синего драгоценного камня Нептуна
extraplanets:neptune:11, Блок синего драгоценного камня Нептуна
extraplanets:neptune_spawner, tile.boss_spawner_neptune.name
extraplanets:treasure_chest_t8, Сундук с сокровищами 8-го уровня
extraplanets:frozen_nitrogen, Замороженный азот
extraplanets:pluto:0, Поверхность Плутона
extraplanets:pluto:1, Подповерхностный грунт Плутона
extraplanets:pluto:2, Камень Плутона
extraplanets:pluto:3, Железная руда Плутона
extraplanets:pluto:4, Оловянная руда Плутона
extraplanets:pluto:5, Медная руда Плутона
extraplanets:pluto:6, Вольфрамовая руда Плутона
extraplanets:pluto:7, Вольфрамовый блок
extraplanets:pluto:8, Каменные кирпичи Плутона
extraplanets:pluto:9, Кирпич сокровищницы Плутона
extraplanets:pluto_spawner, tile.boss_spawner_pluto.name
extraplanets:treasure_chest_t9, Сундук с сокровищами 9-го уровня
extraplanets:pluto_gravel, Гравий Плутона
extraplanets:eris:0, Поверхность Эриды
extraplanets:eris:1, Подповерхностный грунт Эриды
extraplanets:eris:2, Камень Эриды
extraplanets:eris:3, Железная руда Эриды
extraplanets:eris:4, Оловянная руда Эриды
extraplanets:eris:5, Медная руда Эриды
extraplanets:eris:6, Руда тёмного железа Эриды
extraplanets:eris:7, Блок тёмного железа Эриды
extraplanets:eris:8, Каменные кирпичи Эриды
extraplanets:eris:9, Кирпич сокровищницы Эриды
extraplanets:eris_spawner, tile.boss_spawner_eris.name
extraplanets:treasure_chest_t10, Сундук с сокровищами 10-го уровня
extraplanets:eris_gravel, Гравий Эриды
extraplanets:kepler22b:0, Земля Кеплер-22 b
extraplanets:kepler22b:1, Камень Кеплер-22 b
extraplanets:kepler22b:2, Железная руда Кеплер-22 b
extraplanets:kepler22b:3, Оловянная руда Кеплер-22 b
extraplanets:kepler22b:4, Медная руда Кеплер-22 b
extraplanets:kepler22b:5, Руда плотного угля Кеплер-22 b
extraplanets:kepler22b:6, Руда синего алмаза Кеплер-22 b
extraplanets:kepler22b:7, Руда красного алмаза Кеплер-22 b
extraplanets:kepler22b:8, Руда фиолетового алмаза Кеплер-22 b
extraplanets:kepler22b:9, Руда жёлтого алмаза Кеплер-22 b
extraplanets:kepler22b:10, Руда зелёного алмаза Кеплер-22 b
extraplanets:kepler22b:11, Каменные кирпичи Кеплер-22 b
extraplanets:kepler22b:12, Булыжник Кеплер-22 b
extraplanets:kepler22b:13, Платиновая руда Кеплер-22 b
extraplanets:kepler22b:14, Платиновый блок
extraplanets:kepler22b_grass, Блок травы Кеплер-22 b
extraplanets:kepler22b_blue_grass, Блок синей травы Кеплер-22 b
extraplanets:kepler22b_purple_grass, Блок фиолетовой травы Кеплер-22 b
extraplanets:kepler22b_red_grass, Блок красной травы Кеплер-22 b
extraplanets:kepler22b_yellow_grass, Блок жёлтой травы Кеплер-22 b
extraplanets:kepler22b_infected_grass, Зараженное стекло Кеплер-22 b
extraplanets:kepler22b_flowers:0, Низкая синяя трава Кеплер-22 b
extraplanets:kepler22b_flowers:1, Средняя синяя трава Кеплер-22 b
extraplanets:kepler22b_flowers:2, Высокая синяя трава Кеплер-22 b
extraplanets:kepler22b_flowers:3, Низкая красная трава Кеплер-22 b
extraplanets:kepler22b_flowers:4, Средняя красная трава Кеплер-22 b
extraplanets:kepler22b_flowers:5, Высокая красная трава Кеплер-22 b
extraplanets:red_sand, Красный песок
extraplanets:red_sandstone, Красный песчаник
extraplanets:europa:0, Поверхность Европы
extraplanets:europa:1, Подповерхностный грунт Европы
extraplanets:europa:2, Камень Европы
extraplanets:europa:3, Железная руда Европы
extraplanets:europa:4, Оловянная руда Европы
extraplanets:europa:5, Медная руда Европы
extraplanets:europa_gravel, Гравий Европы
extraplanets:io:0, Поверхность Ио
extraplanets:io:1, Подповерхностный грунт Ио
extraplanets:io:2, Камень Ио
extraplanets:io:3, Железная руда Ио
extraplanets:io:4, Оловянная руда Ио
extraplanets:io:5, Медная руда Ио
extraplanets:io_gravel, Гравий Ио
extraplanets:deimos:0, Поверхность Деймоса
extraplanets:deimos:1, Подповерхностный грунт Деймоса
extraplanets:deimos:2, Камень Деймоса
extraplanets:deimos:3, Железная руда Деймоса
extraplanets:deimos:4, Оловянная руда Деймоса
extraplanets:deimos:5, Медная руда Деймоса
extraplanets:deimos_gravel, Гравий Деймоса
extraplanets:phobos:0, Поверхность Фобоса
extraplanets:phobos:1, Подповерхностный грунт Фобоса
extraplanets:phobos:2, Камень Фобоса
extraplanets:phobos:3, Железная руда Фобоса
extraplanets:phobos:4, Оловянная руда Фобоса
extraplanets:phobos:5, Медная руда Фобоса
extraplanets:phobos_gravel, Гравий Фобоса
extraplanets:triton:0, Поверхность Тритона
extraplanets:triton:1, Подповерхностный грунт Тритона
extraplanets:triton:2, Камень Тритона
extraplanets:triton:3, Железная руда Тритона
extraplanets:triton:4, Оловянная руда Тритона
